OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU
1687,QUEBEC,QC,836,2020/05/09 12:00:00+00,36986,9268,340,2786,61,281370,10451,24932,435,1835,8,205,-2
1691,CANADA,CA,1268,2020/05/09 12:00:00+00,67702,31262,1023,4693,124,1116289,33066,31747,121,3026,-15,452,-13
1692,NUNAVUT,NU,0,2020/05/10 12:00:00+00,0,0,0,0,0,805,0,0,0,0,0,0,0
1693,YUKON,YT,0,2020/05/10 12:00:00+00,11,11,0,0,0,1088,-894,0,0,0,0,0,0
1694,PRINCE EDWARD ISLAND,PE,0,2020/05/10 12:00:00+00,27,27,0,0,0,3816,0,0,0,0,0,0,0
1696,NEW BRUNSWICK,NB,0,2020/05/10 12:00:00+00,120,118,0,0,0,17772,346,2,0,0,0,0,0
1704,NORTHWEST TERRITORIES,NT,0,2020/05/10 12:00:00+00,5,5,0,0,0,1940,11,0,0,0,0,0,0
1705,REPATRIATED CDN,RC,0,2020/05/10 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1701,MANITOBA,MB,3,2020/05/10 12:00:00+00,287,247,0,7,0,30647,633,33,3,4,0,1,1
1695,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/10 12:00:00+00,261,244,0,3,0,9821,121,14,0,4,0,2,0
1698,NOVA SCOTIA,NS,7,2020/05/10 12:00:00+00,1018,749,6,47,0,34597,396,222,1,9,4,3,1
1699,SASKATCHEWAN,SK,11,2020/05/10 12:00:00+00,564,349,9,6,0,36860,743,209,2,8,-7,4,-1
1700,ALBERTA,AB,96,2020/05/10 12:00:00+00,6253,4389,185,117,1,185293,7734,1747,-90,71,-3,13,-2
1697,BRITISH COLUMBIA,BC,0,2020/05/10 12:00:00+00,2330,1659,0,129,0,104994,0,542,0,73,0,20,0
1703,ONTARIO,ON,294,2020/05/10 12:00:00+00,20238,14772,389,1634,35,433994,17618,3832,-130,961,-55,195,-8
1702,QUEBEC,QC,735,2020/05/10 12:00:00+00,37721,9526,258,2928,142,283023,1653,25267,335,1831,-4,199,-6
1706,CANADA,CA,1146,2020/05/10 12:00:00+00,68848,32109,847,4871,178,1144650,28361,31868,121,2961,-65,437,-15
1707,NUNAVUT,NU,0,2020/05/11 12:00:00+00,0,0,0,0,0,838,33,0,0,0,0,0,0
1708,YUKON,YT,0,2020/05/11 12:00:00+00,11,11,0,0,0,1094,6,0,0,0,0,0,0
1709,PRINCE EDWARD ISLAND,PE,0,2020/05/11 12:00:00+00,27,27,0,0,0,4058,242,0,0,0,0,0,0
1711,NEW BRUNSWICK,NB,0,2020/05/11 12:00:00+00,120,118,0,0,0,18062,290,2,0,0,0,0,0
1719,NORTHWEST TERRITORIES,NT,0,2020/05/11 12:00:00+00,5,5,0,0,0,1944,4,0,0,0,0,0,0
1720,REPATRIATED CDN,RC,0,2020/05/11 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1716,MANITOBA,MB,2,2020/05/11 12:00:00+00,289,247,0,7,0,31029,382,35,2,4,0,1,0
1710,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/11 12:00:00+00,261,244,0,3,0,9900,79,14,0,4,0,2,0
1713,NOVA SCOTIA,NS,1,2020/05/11 12:00:00+00,1019,767,18,48,1,34888,291,204,-18,9,0,3,0
1714,SASKATCHEWAN,SK,4,2020/05/11 12:00:00+00,568,363,14,6,0,37439,579,199,-10,8,0,3,-1
1715,ALBERTA,AB,47,2020/05/11 12:00:00+00,6300,4659,270,117,0,188157,2864,1524,-223,73,2,12,-1
1712,BRITISH COLUMBIA,BC,23,2020/05/11 12:00:00+00,2353,1719,60,130,1,111498,6504,504,-38,66,-7,18,-2
1717,QUEBEC,QC,748,2020/05/11 12:00:00+00,38469,9703,177,3013,85,288997,5974,25753,486,1838,7,193,-6
1718,ONTARIO,ON,308,2020/05/11 12:00:00+00,20546,15131,359,1669,35,447964,13970,3746,-86,1027,66,194,-1
1721,CANADA,CA,1133,2020/05/11 12:00:00+00,69981,33007,898,4993,122,1175868,31218,31981,113,3029,68,426,-11
1722,NUNAVUT,NU,0,2020/05/12 12:00:00+00,0,0,0,0,0,838,0,0,0,0,0,0,0
1723,YUKON,YT,0,2020/05/12 12:00:00+00,11,11,0,0,0,1106,12,0,0,0,0,0,0
1724,PRINCE EDWARD ISLAND,PE,0,2020/05/12 12:00:00+00,27,27,0,0,0,4058,0,0,0,0,0,0,0
1726,NEW BRUNSWICK,NB,0,2020/05/12 12:00:00+00,120,118,0,0,0,18379,317,2,0,0,0,0,0
1734,NORTHWEST TERRITORIES,NT,0,2020/05/12 12:00:00+00,5,5,0,0,0,1965,21,0,0,0,0,0,0
1735,REPATRIATED CDN,RC,0,2020/05/12 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1725,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/12 12:00:00+00,261,247,3,3,0,10052,152,11,-3,4,0,1,-1
1731,MANITOBA,MB,1,2020/05/12 12:00:00+00,290,251,4,7,0,31440,411,32,-3,4,0,1,0
1729,SASKATCHEWAN,SK,5,2020/05/12 12:00:00+00,573,374,11,6,0,37695,256,193,-6,8,0,3,0
1728,NOVA SCOTIA,NS,1,2020/05/12 12:00:00+00,1020,864,97,48,0,35224,336,108,-96,9,0,4,1
1730,ALBERTA,AB,45,2020/05/12 12:00:00+00,6345,4866,207,118,1,191330,3173,1361,-163,73,0,12,0
1727,BRITISH COLUMBIA,BC,7,2020/05/12 12:00:00+00,2360,1832,113,131,1,112994,1496,397,-107,63,-3,16,-2
1732,QUEBEC,QC,756,2020/05/12 12:00:00+00,39225,10056,353,3131,118,290888,1891,26038,285,1841,3,186,-7
1733,ONTARIO,ON,361,2020/05/12 12:00:00+00,20907,15391,260,1725,56,459921,11957,3791,45,1025,-2,192,-2
1736,CANADA,CA,1176,2020/05/12 12:00:00+00,71157,34055,1048,5169,176,1195890,20022,31933,-48,3027,-2,415,-11
1737,NUNAVUT,NU,0,2020/05/13 12:00:00+00,0,0,0,0,0,881,43,0,0,0,0,0,0
1738,YUKON,YT,0,2020/05/13 12:00:00+00,11,11,0,0,0,1112,6,0,0,0,0,0,0
1739,PRINCE EDWARD ISLAND,PE,0,2020/05/13 12:00:00+00,27,27,0,0,0,4334,276,0,0,0,0,0,0
1741,NEW BRUNSWICK,NB,0,2020/05/13 12:00:00+00,120,118,0,0,0,18858,479,2,0,0,0,0,0
1749,NORTHWEST TERRITORIES,NT,0,2020/05/13 12:00:00+00,5,5,0,0,0,1987,22,0,0,0,0,0,0
1750,REPATRIATED CDN,RC,0,2020/05/13 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1740,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/13 12:00:00+00,261,247,0,3,0,10152,100,11,0,3,-1,1,0
1746,MANITOBA,MB,0,2020/05/13 12:00:00+00,290,251,0,7,0,31946,506,32,0,4,0,1,0
1744,SASKATCHEWAN,SK,4,2020/05/13 12:00:00+00,577,385,11,6,0,38157,462,186,-7,7,-1,3,0
1743,NOVA SCOTIA,NS,4,2020/05/13 12:00:00+00,1024,870,6,51,3,35628,404,103,-5,9,0,4,0
1745,ALBERTA,AB,62,2020/05/13 12:00:00+00,6407,5076,210,120,2,195402,4072,1211,-150,70,-3,11,-1
1742,BRITISH COLUMBIA,BC,16,2020/05/13 12:00:00+00,2376,1859,27,132,1,114761,1767,385,-12,59,-4,14,-2
1748,ONTARIO,ON,329,2020/05/13 12:00:00+00,21236,15845,454,1765,40,475058,15137,3626,-165,1018,-7,189,-3
1747,QUEBEC,QC,706,2020/05/13 12:00:00+00,39931,10470,414,3220,89,296528,5640,26241,203,1876,35,194,8
1751,CANADA,CA,1121,2020/05/13 12:00:00+00,72278,35177,1122,5304,135,1224804,28914,31797,-136,3046,19,417,2
1752,NUNAVUT,NU,0,2020/05/14 12:00:00+00,0,0,0,0,0,881,0,0,0,0,0,0,0
1753,YUKON,YT,0,2020/05/14 12:00:00+00,11,11,0,0,0,1119,7,0,0,0,0,0,0
1754,PRINCE EDWARD ISLAND,PE,0,2020/05/14 12:00:00+00,27,27,0,0,0,4334,0,0,0,0,0,0,0
1756,NEW BRUNSWICK,NB,0,2020/05/14 12:00:00+00,120,118,0,0,0,19307,449,2,0,0,0,0,0
1764,NORTHWEST TERRITORIES,NT,0,2020/05/14 12:00:00+00,5,5,0,0,0,2004,17,0,0,0,0,0,0
1765,REPATRIATED CDN,RC,0,2020/05/14 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1755,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/14 12:00:00+00,261,248,1,3,0,10275,123,10,-1,3,0,1,0
1761,MANITOBA,MB,-1,2020/05/14 12:00:00+00,289,252,1,7,0,32244,298,30,-2,4,0,1,0
1759,SASKATCHEWAN,SK,5,2020/05/14 12:00:00+00,582,398,13,6,0,38728,571,178,-8,7,0,3,0
1758,NOVA SCOTIA,NS,2,2020/05/14 12:00:00+00,1026,909,39,51,0,36030,402,66,-37,9,0,4,0
1760,ALBERTA,AB,50,2020/05/14 12:00:00+00,6457,5205,129,121,1,200218,4816,1131,-80,49,-21,8,-3
1757,BRITISH COLUMBIA,BC,16,2020/05/14 12:00:00+00,2392,1885,26,135,3,116764,2003,372,-13,58,-1,12,-2
1763,ONTARIO,ON,258,2020/05/14 12:00:00+00,21494,16204,359,1798,33,492487,17429,3492,-134,1026,8,184,-5
1762,QUEBEC,QC,793,2020/05/14 12:00:00+00,40724,10829,359,3351,131,302929,6401,26544,303,1834,-42,190,-4
1766,CANADA,CA,1123,2020/05/14 12:00:00+00,73401,36104,927,5472,168,1257320,32516,31825,28,2990,-56,403,-14
1767,NUNAVUT,NU,0,2020/05/15 12:00:00+00,0,0,0,0,0,907,26,0,0,0,0,0,0
1768,YUKON,YT,0,2020/05/15 12:00:00+00,11,11,0,0,0,1124,5,0,0,0,0,0,0
1769,PRINCE EDWARD ISLAND,PE,0,2020/05/15 12:00:00+00,27,27,0,0,0,4596,262,0,0,0,0,0,0
1771,NEW BRUNSWICK,NB,0,2020/05/15 12:00:00+00,120,119,1,0,0,19713,406,1,-1,0,0,0,0
1779,NORTHWEST TERRITORIES,NT,0,2020/05/15 12:00:00+00,5,5,0,0,0,2026,22,0,0,0,0,0,0
1780,REPATRIATED CDN,RC,0,2020/05/15 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1770,NEWFOUNDLAND AND LABRADOR,NL,-1,2020/05/15 12:00:00+00,260,248,0,3,0,10346,71,9,-1,3,0,1,0
1776,MANITOBA,MB,0,2020/05/15 12:00:00+00,289,254,2,7,0,33045,801,28,-2,3,-1,1,0
1774,SASKATCHEWAN,SK,8,2020/05/15 12:00:00+00,590,408,10,6,0,39233,505,176,-2,10,3,3,0
1773,NOVA SCOTIA,NS,8,2020/05/15 12:00:00+00,1034,918,9,55,4,36409,379,61,-5,9,0,5,1
1775,ALBERTA,AB,58,2020/05/15 12:00:00+00,6515,5317,112,125,4,204723,4505,1073,-58,62,13,9,1
1772,BRITISH COLUMBIA,BC,15,2020/05/15 12:00:00+00,2407,1908,23,140,5,118335,1571,359,-13,51,-7,12,0
1778,ONTARIO,ON,428,2020/05/15 12:00:00+00,21922,16641,437,1825,27,510841,18354,3456,-36,986,-40,179,-5
1777,QUEBEC,QC,696,2020/05/15 12:00:00+00,41420,11039,210,3401,50,310868,7939,26980,436,1822,-12,191,1
1781,CANADA,CA,1212,2020/05/15 12:00:00+00,74613,36908,804,5562,90,1292166,34846,32143,318,2946,-44,401,-2
1782,NUNAVUT,NU,0,2020/05/16 12:00:00+00,0,0,0,0,0,907,0,0,0,0,0,0,0
1783,YUKON,YT,0,2020/05/16 12:00:00+00,11,11,0,0,0,1124,0,0,0,0,0,0,0
1784,PRINCE EDWARD ISLAND,PE,0,2020/05/16 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1786,NEW BRUNSWICK,NB,0,2020/05/16 12:00:00+00,120,120,1,0,0,20032,319,0,-1,0,0,0,0
1794,NORTHWEST TERRITORIES,NT,0,2020/05/16 12:00:00+00,5,5,0,0,0,2039,13,0,0,0,0,0,0
1795,REPATRIATED CDN,RC,0,2020/05/16 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1785,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/16 12:00:00+00,260,249,1,3,0,10525,179,8,-1,3,0,1,0
1791,MANITOBA,MB,0,2020/05/16 12:00:00+00,289,257,3,7,0,33953,908,25,-3,2,-1,1,0
1789,SASKATCHEWAN,SK,1,2020/05/16 12:00:00+00,591,433,25,6,0,40097,864,152,-24,8,-2,3,0
1788,NOVA SCOTIA,NS,3,2020/05/16 12:00:00+00,1037,930,12,55,0,36740,331,52,-9,8,-1,4,-1
1790,ALBERTA,AB,72,2020/05/16 12:00:00+00,6587,5377,60,126,1,209317,4594,1084,11,60,-2,8,-1
1787,BRITISH COLUMBIA,BC,21,2020/05/16 12:00:00+00,2428,1932,24,141,1,118335,0,355,-4,49,-2,11,-1
1792,QUEBEC,QC,763,2020/05/16 12:00:00+00,42183,11458,419,3483,82,319472,8604,27242,262,1763,-59,179,-12
1793,ONTARIO,ON,391,2020/05/16 12:00:00+00,22313,17020,379,1858,33,528609,17768,3435,-21,975,-11,180,1
1796,CANADA,CA,1251,2020/05/16 12:00:00+00,75864,37832,924,5679,117,1325746,33580,32353,210,2868,-78,387,-14
1797,NUNAVUT,NU,0,2020/05/17 12:00:00+00,0,0,0,0,0,907,0,0,0,0,0,0,0
1798,YUKON,YT,0,2020/05/17 12:00:00+00,11,11,0,0,0,1124,0,0,0,0,0,0,0
1799,PRINCE EDWARD ISLAND,PE,0,2020/05/17 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1801,NEW BRUNSWICK,NB,0,2020/05/17 12:00:00+00,120,120,0,0,0,20317,285,0,0,0,0,0,0
1809,NORTHWEST TERRITORIES,NT,0,2020/05/17 12:00:00+00,5,5,0,0,0,2039,0,0,0,0,0,0,0
1810,REPATRIATED CDN,RC,0,2020/05/17 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1800,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/17 12:00:00+00,260,249,0,3,0,10623,98,8,0,3,0,1,0
1806,MANITOBA,MB,0,2020/05/17 12:00:00+00,289,257,0,7,0,34715,762,25,0,2,0,1,0
1804,SASKATCHEWAN,SK,1,2020/05/17 12:00:00+00,592,444,11,6,0,40806,709,142,-10,5,-3,3,0
1803,NOVA SCOTIA,NS,3,2020/05/17 12:00:00+00,1040,938,8,55,0,37010,270,47,-5,8,0,4,0
1805,ALBERTA,AB,77,2020/05/17 12:00:00+00,6664,5453,76,127,1,213078,3761,1084,0,57,-3,9,1
1802,BRITISH COLUMBIA,BC,0,2020/05/17 12:00:00+00,2428,1932,0,141,0,118335,0,355,0,49,0,11,0
1808,ONTARIO,ON,340,2020/05/17 12:00:00+00,22653,17360,340,1881,23,544826,16217,3412,-23,934,-41,171,-9
1807,QUEBEC,QC,737,2020/05/17 12:00:00+00,42920,11754,296,3562,79,327782,8310,27604,362,1766,3,183,4
1811,CANADA,CA,1158,2020/05/17 12:00:00+00,77022,38563,731,5782,103,1356158,30412,32677,324,2824,-44,383,-4
1812,NUNAVUT,NU,0,2020/05/18 12:00:00+00,0,0,0,0,0,948,41,0,0,0,0,0,0
1813,YUKON,YT,0,2020/05/18 12:00:00+00,11,11,0,0,0,1124,0,0,0,0,0,0,0
1814,PRINCE EDWARD ISLAND,PE,0,2020/05/18 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1816,NEW BRUNSWICK,NB,0,2020/05/18 12:00:00+00,120,120,0,0,0,20573,256,0,0,0,0,0,0
1821,MANITOBA,MB,1,2020/05/18 12:00:00+00,290,257,0,7,0,35200,485,26,1,1,-1,0,-1
1824,NORTHWEST TERRITORIES,NT,0,2020/05/18 12:00:00+00,5,5,0,0,0,2039,0,0,0,0,0,0,0
1825,REPATRIATED CDN,RC,0,2020/05/18 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1815,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/18 12:00:00+00,260,249,0,3,0,10676,53,8,0,3,0,1,0
1819,SASKATCHEWAN,SK,0,2020/05/18 12:00:00+00,592,455,11,6,0,41159,353,131,-11,5,0,3,0
1818,NOVA SCOTIA,NS,3,2020/05/18 12:00:00+00,1043,946,8,55,0,37306,296,42,-5,8,0,4,0
1820,ALBERTA,AB,19,2020/05/18 12:00:00+00,6683,5519,66,128,1,216536,3458,1036,-48,65,8,9,0
1817,BRITISH COLUMBIA,BC,16,2020/05/18 12:00:00+00,2444,1966,34,143,2,118335,0,335,-20,47,-2,12,1
1823,ONTARIO,ON,304,2020/05/18 12:00:00+00,22957,17638,278,1904,23,553981,9155,3415,3,972,38,174,3
1822,QUEBEC,QC,707,2020/05/18 12:00:00+00,43627,12045,291,3596,34,335232,7450,27986,382,1771,5,179,-4
1826,CANADA,CA,1050,2020/05/18 12:00:00+00,78072,39251,688,5842,60,1377705,21547,32979,302,2872,48,382,-1
1842,NUNAVUT,NU,0,2020/05/19 12:00:00+00,0,0,0,0,0,948,0,0,0,0,0,0,0
1843,YUKON,YT,0,2020/05/19 12:00:00+00,11,11,0,0,0,1134,10,0,0,0,0,0,0
1844,PRINCE EDWARD ISLAND,PE,0,2020/05/19 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1846,NEW BRUNSWICK,NB,0,2020/05/19 12:00:00+00,120,120,0,0,0,20791,218,0,0,0,0,0,0
1851,MANITOBA,MB,0,2020/05/19 12:00:00+00,290,257,0,7,0,35578,378,26,0,1,0,0,0
1854,NORTHWEST TERRITORIES,NT,0,2020/05/19 12:00:00+00,5,5,0,0,0,2044,5,0,0,0,0,0,0
1855,REPATRIATED CDN,RC,0,2020/05/19 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1845,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/19 12:00:00+00,260,250,1,3,0,10747,71,7,-1,3,0,1,0
1849,SASKATCHEWAN,SK,7,2020/05/19 12:00:00+00,599,470,15,6,0,41606,447,123,-8,5,0,3,0
1848,NOVA SCOTIA,NS,1,2020/05/19 12:00:00+00,1044,956,10,56,1,37482,176,32,-10,9,1,5,1
1850,ALBERTA,AB,33,2020/05/19 12:00:00+00,6716,5854,335,128,0,218964,2428,734,-302,61,-4,8,-1
1847,BRITISH COLUMBIA,BC,2,2020/05/19 12:00:00+00,2446,1975,9,146,3,125044,6709,325,-10,45,-2,12,0
1853,ONTARIO,ON,427,2020/05/19 12:00:00+00,23384,17898,260,1919,15,559794,5813,3567,152,987,15,167,-7
1852,QUEBEC,QC,570,2020/05/19 12:00:00+00,44197,12497,452,3647,51,341102,5870,28053,67,1784,13,180,1
1856,CANADA,CA,1040,2020/05/19 12:00:00+00,79112,40333,1082,5912,70,1399830,22125,32867,-112,2895,23,376,-6
1857,NUNAVUT,NU,0,2020/05/20 12:00:00+00,0,0,0,0,0,948,0,0,0,0,0,0,0
1858,YUKON,YT,0,2020/05/20 12:00:00+00,11,11,0,0,0,1141,7,0,0,0,0,0,0
1859,PRINCE EDWARD ISLAND,PE,0,2020/05/20 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1861,NEW BRUNSWICK,NB,0,2020/05/20 12:00:00+00,120,120,0,0,0,21144,353,0,0,0,0,0,0
1866,MANITOBA,MB,0,2020/05/20 12:00:00+00,290,260,3,7,0,35820,242,23,-3,1,0,0,0
1869,NORTHWEST TERRITORIES,NT,0,2020/05/20 12:00:00+00,5,5,0,0,0,2060,16,0,0,0,0,0,0
1870,REPATRIATED CDN,RC,0,2020/05/20 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1860,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/20 12:00:00+00,260,253,3,3,0,10841,94,4,-3,3,0,1,0
1864,SASKATCHEWAN,SK,21,2020/05/20 12:00:00+00,620,494,24,7,1,41951,345,119,-4,4,-1,3,0
1863,NOVA SCOTIA,NS,1,2020/05/20 12:00:00+00,1045,956,0,57,1,37701,219,32,0,8,-1,4,-1
1865,ALBERTA,AB,19,2020/05/20 12:00:00+00,6735,5637,-217,128,0,221571,2607,970,236,58,-3,7,-1
1862,BRITISH COLUMBIA,BC,21,2020/05/20 12:00:00+00,2467,2001,26,149,3,126236,1192,317,-8,43,-2,10,-2
1868,ONTARIO,ON,390,2020/05/20 12:00:00+00,23774,18190,292,1962,43,567176,7382,3622,55,991,4,160,-7
1867,QUEBEC,QC,578,2020/05/20 12:00:00+00,44775,12822,325,3718,71,346684,5582,28235,182,1516,-268,183,3
1871,CANADA,CA,1030,2020/05/20 12:00:00+00,80142,40789,456,6031,119,1417869,18039,33322,455,2624,-271,368,-8
1872,NUNAVUT,NU,0,2020/05/21 12:00:00+00,0,0,0,0,0,972,24,0,0,0,0,0,0
1873,YUKON,YT,0,2020/05/21 12:00:00+00,11,11,0,0,0,1142,1,0,0,0,0,0,0
1874,PRINCE EDWARD ISLAND,PE,0,2020/05/21 12:00:00+00,27,27,0,0,0,4596,0,0,0,0,0,0,0
1876,NEW BRUNSWICK,NB,1,2020/05/21 12:00:00+00,121,120,0,0,0,21474,330,1,1,0,0,0,0
1881,MANITOBA,MB,0,2020/05/21 12:00:00+00,290,265,5,7,0,36402,582,18,-5,1,0,0,0
1884,NORTHWEST TERRITORIES,NT,0,2020/05/21 12:00:00+00,5,5,0,0,0,2079,19,0,0,0,0,0,0
1885,REPATRIATED CDN,RC,0,2020/05/21 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1875,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/21 12:00:00+00,260,253,0,3,0,10983,142,4,0,3,0,1,0
1879,SASKATCHEWAN,SK,2,2020/05/21 12:00:00+00,622,509,15,7,0,42443,492,106,-13,5,1,3,0
1878,NOVA SCOTIA,NS,1,2020/05/21 12:00:00+00,1046,959,3,58,1,38124,423,29,-3,9,1,4,0
1880,ALBERTA,AB,33,2020/05/21 12:00:00+00,6768,5710,73,132,4,225588,4017,926,-44,59,1,6,-1
1877,BRITISH COLUMBIA,BC,12,2020/05/21 12:00:00+00,2479,2020,19,152,3,127786,1550,307,-10,43,0,8,-2
1883,ONTARIO,ON,413,2020/05/21 12:00:00+00,24187,18509,319,1993,31,577682,10506,3745,123,984,-7,155,-5
1882,QUEBEC,QC,720,2020/05/21 12:00:00+00,45495,13327,505,3800,82,354172,7488,28368,133,1504,-12,176,-7
1886,CANADA,CA,1182,2020/05/21 12:00:00+00,81324,41728,939,6092,61,1443443,25574,33504,182,2608,-16,353,-15
1887,NUNAVUT,NU,0,2020/05/22 12:00:00+00,0,0,0,0,0,972,0,0,0,0,0,0,0
1888,YUKON,YT,0,2020/05/22 12:00:00+00,11,11,0,0,0,1145,3,0,0,0,0,0,0
1889,PRINCE EDWARD ISLAND,PE,0,2020/05/22 12:00:00+00,27,27,0,0,0,5422,826,0,0,0,0,0,0
1891,NEW BRUNSWICK,NB,0,2020/05/22 12:00:00+00,121,120,0,0,0,21752,278,1,0,0,0,0,0
1896,MANITOBA,MB,2,2020/05/22 12:00:00+00,292,267,2,7,0,37272,870,18,0,1,0,0,0
1899,NORTHWEST TERRITORIES,NT,0,2020/05/22 12:00:00+00,5,5,0,0,0,2093,14,0,0,0,0,0,0
1900,REPATRIATED CDN,RC,0,2020/05/22 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1890,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/22 12:00:00+00,260,253,0,3,0,11105,122,4,0,3,0,1,0
1894,SASKATCHEWAN,SK,5,2020/05/22 12:00:00+00,627,521,12,7,0,42843,400,99,-7,5,0,3,0
1893,NOVA SCOTIA,NS,2,2020/05/22 12:00:00+00,1048,961,2,58,0,38453,329,29,0,8,-1,4,0
1895,ALBERTA,AB,32,2020/05/22 12:00:00+00,6800,5801,91,134,2,228793,3205,865,-61,54,-5,6,0
1892,BRITISH COLUMBIA,BC,28,2020/05/22 12:00:00+00,2507,2042,22,155,3,129942,2156,310,3,41,-2,8,0
1898,ONTARIO,ON,441,2020/05/22 12:00:00+00,24628,18767,258,2021,28,588958,11276,3840,155,961,-23,153,-2
1897,QUEBEC,QC,646,2020/05/22 12:00:00+00,46141,13819,492,3865,65,361628,7456,28457,89,1479,-25,171,-5
1901,CANADA,CA,1156,2020/05/22 12:00:00+00,82480,42607,879,6250,98,1470378,26935,33623,179,2552,-56,346,-7
1902,NUNAVUT,NU,0,2020/05/23 12:00:00+00,0,0,0,0,0,972,0,0,0,0,0,0,0
1903,YUKON,YT,0,2020/05/23 12:00:00+00,11,11,0,0,0,1145,0,0,0,0,0,0,0
1904,PRINCE EDWARD ISLAND,PE,0,2020/05/23 12:00:00+00,27,27,0,0,0,5422,0,0,0,0,0,0,0
1906,NEW BRUNSWICK,NB,0,2020/05/23 12:00:00+00,121,120,0,0,0,21989,237,1,0,0,0,0,0
1911,MANITOBA,MB,0,2020/05/23 12:00:00+00,292,268,1,7,0,37870,598,17,-1,0,-1,0,0
1914,NORTHWEST TERRITORIES,NT,0,2020/05/23 12:00:00+00,5,5,0,0,0,2093,0,0,0,0,0,0,0
1915,REPATRIATED CDN,RC,0,2020/05/23 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1905,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/23 12:00:00+00,260,254,1,3,0,11208,103,3,-1,3,0,1,0
1908,NOVA SCOTIA,NS,1,2020/05/23 12:00:00+00,1049,969,8,58,0,38720,267,22,-7,6,-2,3,-1
1909,SASKATCHEWAN,SK,3,2020/05/23 12:00:00+00,630,535,14,7,0,43419,576,88,-11,6,1,3,0
1910,ALBERTA,AB,18,2020/05/23 12:00:00+00,6818,5869,68,135,1,232774,3981,814,-51,48,-6,6,0
1907,BRITISH COLUMBIA,BC,10,2020/05/23 12:00:00+00,2517,2057,15,157,2,129942,0,303,-7,41,0,8,0
1913,ONTARIO,ON,412,2020/05/23 12:00:00+00,25040,19146,379,2048,27,599986,11028,3846,6,912,-49,147,-6
1912,QUEBEC,QC,697,2020/05/23 12:00:00+00,46838,14044,225,3940,75,370820,9192,28854,397,1452,-27,167,-4
1916,CANADA,CA,1141,2020/05/23 12:00:00+00,83621,43318,711,6355,105,1496360,25982,33948,325,2468,-84,335,-11
1917,NUNAVUT,NU,0,2020/05/24 12:00:00+00,0,0,0,0,0,972,0,0,0,0,0,0,0
1918,YUKON,YT,0,2020/05/24 12:00:00+00,11,11,0,0,0,1145,0,0,0,0,0,0,0
1919,PRINCE EDWARD ISLAND,PE,0,2020/05/24 12:00:00+00,27,27,0,0,0,5422,0,0,0,0,0,0,0
1921,NEW BRUNSWICK,NB,0,2020/05/24 12:00:00+00,121,120,0,0,0,22301,312,1,0,0,0,0,0
1926,MANITOBA,MB,0,2020/05/24 12:00:00+00,292,268,0,7,0,38599,729,17,0,0,0,0,0
1929,NORTHWEST TERRITORIES,NT,0,2020/05/24 12:00:00+00,5,5,0,0,0,2093,0,0,0,0,0,0,0
1930,REPATRIATED CDN,RC,0,2020/05/24 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1920,NEWFOUNDLAND AND LABRADOR,NL,0,2020/05/24 12:00:00+00,260,254,0,3,0,11287,79,3,0,3,0,1,0
